,source,title,text,url,date_published,authors
0,ziare.com,Meteo: Iarna revine in forta - prognoza pe doua saptamani,"Dupa cateva zile de primavara, meteorologii anunta ca iarna revine in forta. Temperaturile scad sub pragul de inghet, iar ninsorile vor contura tabloul meteo In intervalul 21 - 23 ianuarie, vremea va fi mai calda decat in mod obisnuit pentru aceasta data, cu abateri pozitive atat la valorile diurne cat si la cele nocturne. Intre 24 si 28 ianuarie, vremea se va raci fata de intervalul precedent, apoi valorile termice vor creste usor, temperaturile medii fiind apropiate de cele normale pentru aceasta perioada.In intervalul 21 - 23 ianuarie vor fi precipitatii slabe sub forma de ploaie si lapovita, iar intre 24 si 27 ianuarie vor predomina ninsorile.In primele doua zile vremea va fi mai calda decat in mod obisnuit pentru aceasta data, maximele termice urmand sa depaseasca valoarea de 10 grade. Incepand din 23 ianuarie, vremea se va raci fata de intervalul precedent, cele mai coborate minime situandu-se sub -8 grade, apoi din 28 ianuarie temperaturile medii revin la valori apropiate de cele normale pentru aceasta perioada.Intre 21 si 23 ianuarie vor fi precipitatii in general slabe, mai ales sub forma de ploaie, iar dupa data de 24 ianuarie precipitatiile vor fi sub forma de ninsoare.In primele doua zile vremea va fi mai calda decat in mod obisnuit pentru aceasta data, cu abateri pozitive la valorile diurne. Intre 23 si 30 ianuarie, vremea se va raci, devenind geroasa noaptea si dimineata. Cele mai reci nopti vor fi in 27-29 ianuarie, cand, indeosebi in zonele depresionare, minimele vor fi sub -14 grade. Dupa 30 ianuarie temperaturile medii cresc apropiindu-se de cele normale pentru aceasta perioada.In intervalul 22 - 23 ianuarie se vor semnala precipitatii slabe, mixte, iar incepand din 24 ianuarie acestea vor fi sub forma de ninsoare.Vremea va fi mai calda decat in mod obisnuit pentru aceasta data in primele doua zile, cu abateri termice pozitive atat la valorile diurne cat si la cele nocturne. In intervalul 23 - 29 ianuarie, vremea se va raci, izolat devenind geroasa noaptea si dimineata, iar intre 27 si 29 ianuarie se vor inregistra cele mai scazute temperaturi ale intervalului de prognoza.Dupa 29 ianuarie temperaturile medii cresc apropiindu-se de cele normale pentru aceasta perioada.In primele doua zile vremea va fi mai calda decat in mod obisnuit pentru aceasta data, cu abateri termice pozitive la valorile diurne. Intre 23 si 30 ianuarie, vremea se va raci, devenind geroasa noaptea si dimineata, indeosebi in intervalul 25 - 28 ianuarie, cand pe parcursul noptilor se vor inregistra medii ale temperaturilor minime de -14...-12 grade. Dupa 30 ianuarie temperaturile medii cresc apropiindu-se de cele normale pentru aceasta perioada.In intervalul 22 - 24 ianuarie vor fi precipitatii mixte, iar intre 25 si 27 ianuarie vor fi ninsori, posibil importante cantitativ, mai ales in jumatatea sudica a regiunii.In intervalul 21 - 23 ianuarie se vor semnala precipitatii slabe, mixte, iar incepand din 24 ianuarie acestea vor fi sub forma de ninsoare.In intervalul 21 - 24 ianuarie, vremea va fi mai calda decat in mod obisnuit pentru aceasta data, cu medii ale temperaturilor maxime de peste 10 grade. Intre 24 si 30 ianuarie, vremea se va raci fata de intervalul precedent, iar minimele termice vor putea cobori sub -8 grade. Dupa 30 ianuarie valorile termice vor creste usor, temperaturile medii fiind apropiate de cele normale pentru aceasta perioada.Precipitatii, posibil importante cantitativ vor fi mai ales in intervalul 24 - 27 ianuarie. Acestea vor fi la inceput mixte, apoi doar sub forma de ninsoare.In intervalul 21 - 24 ianuarie, valorile termice vor fi ridicate pentru aceasta perioada, cu abateri pozitive mai ales la valorile diurne. Intre 24 si 29 ianuarie, vremea se va raci, iar minimele termice vor cobori treptat pana la medii de sub -10 grade. Din 30 ianuarie temperaturile vor creste usor, iar in primele zile ale lunii februarie vor fi maxime termice usor pozitive.Pana in data de 24 ianuarie trecator vor fi precipitatii predominant sub forma de ploaie. In intervalul 24 - 27 ianuarie vor predomina ninsorile, posibil importante cantitativ.Intervalul de prognoza incepe cu o vreme va fi mai calda decat in mod obisnuit pentru acesta data, cu abateri pozitive mai ales la valorile diurne. Dupa data de 24 ianuarie, vremea se va raci, iar mediile temperaturilor minime vor cobori treptat pana spre -10 grade. Incepand din 30 ianuarie valorile termice vor creste usor, temperaturile medii devenind apropiate de cele normale pentru aceasta perioada.In intervalul 24 - 27 ianuarie vor predomina ninsorile, posibil importante cantitativ, iar in restul intervalului sunt de asteptat doar precipitatii slabe.In primele doua zile vremea va fi mai calda decat in mod obisnuit pentru acesta data, apoi incepand din 23 ianuarie, vremea se va raci, iar temperaturile medii vor fi apropiate de cele normale pentru aceasta perioada. Cele mai coborate valori termice se vor inregistra intre 25 si 30 ianuarie, cand noptile vor fi geroase.In intervalul 21 - 22 ianuarie vor fi precipitatii slabe, mixte, apoi incepand din 23 vor predomina ninsorile, iar in intervalul 24 - 27 ianuarie acestea pot fi importante cantitativ.",http://www.ziare.com/social/meteo/comentarii-meteo-iarna-revine-in-forta-prognoza-pe-doua-saptamani-1213760-ordonare-data,2020-03-06 09:39:15,
1,ziare.com,Josef Fritzl da vina pe nazisti pentru faptele sale,"Mai mult, gestul de a-si fi tinut fiica sechestrata este vazut de acest drept o ""salvare de mersul in baruri ponosite, de fumat si baut"". Fritzl a declarat ca avut grija de fiica sa si de cei sase copii, aducandu-le flori, carti si jucarii in pivnita.Faptul ca si-a violat fiica in nenumarate randuri il explica printr-o ""dorinta coplesitoare pentru fructul interzis.""Barbatul si-a recunoscut greselile, dar a evitat sa o implice si pe sotia da in aceasta poveste, sustinand ca aceasta nu stia de locul in care era sechestratata fiica lor si copii acesteia.",http://www.ziare.com/international/stiri-externe/josef-fritzl-da-vina-pe-nazisti-pentru-faptele-sale-305999,2020-03-06 09:07:48,
2,ziare.com,PD-L a stabilit candidatii pentru primariile de sector,"Democrat-liberalii vor anunta numele candidatilor pentru primariile de sector la lansarea nationala care va avea loc vineri. Ei au amanat luarea unei decizii, incercand sa gaseasca solutiile cele mai bune pentru sectorele care pun dificultati, cum ar fi 4 si 5.Surse din partid sustin ca liderul PD-L sector 4, Romeo Raicu, si l-ar fi dorit ca si candidat pe Silviu Prigoana , care ar fi putut sa castige fara probleme in fata conservatorului Cristian Popescu Piedone Prigoana s-a aflat in negocieri cu PD-L insa pentru sectorul 5. Desi unele voci sustin ca inca ar mai fi in carti, omul de afaceri si liderii PD-L cu care a negociat nu au reusit sa ajunga la un numitor comun, democrat-liberalii nefiind de acord cu conditiile lui, afirma sursele citate.Lista de consilieri locali si candidatii vor fi validati de sectoare in cadrul unor Consilii de Coordonare ce vor avea loc pana vineri.Numele candidatilor sunt insa de principiu stabilite - Razvan Murgeanu pentru sectorul 1, Dan Cezar Ionescu la 2, Liviu Negoita la 3, Radu Silaghi la 4, Sebastian Bodu la 5 si Cristian Poteras la 6.",http://www.ziare.com/liviu-negoita/pdl/pd-l-a-stabilit-candidatii-pentru-primariile-de-sector-285360,2020-03-06 09:25:54,
3,ziare.com,Dieselgate: Perchezitii la sediul Porsche,"Ziare.
com
Porsche Automobil Holding SE este cel mai mare actionar al grupului german Volkswagen.Trei birouri si trei apartamente private apartinand angajatilor Porsche au fost cercetate, ca parte a investigatiei privind rolul lor in scandalul emisiilor, transmite Reuters. Procurorii au extins cercetarile si acum investigheaza sapte actuali angajati si un fost angajat al Porsche, informeaza Der Spiegel.Reprezentantii procuraturii din Stuttgart nu au fost disponibili pentru comentarii.In mai, un tribunal din Germania a amendat Porsche AG cu 535 de milioane de euro (599 milioane de dolari) pentru ca nu si-a indeplinit obligatiile de supervizare in scandalul emisiilor.Departamentul de dezvoltare al Porsche si-a neglijat obligatiile legale, ceea ce a dus in cele din urma in Europa si in alte regiuni la vanzarea de automobile diesel care nu indeplineau reglementarile privind emisiile, au anuntat procurorii din Stuttgart. Acestia au adaugat ca Porsche nu va face apel la aceasta decizie.Porsche a confirmat amenda si a precizat ca ancheta privind emisiile demarata de autoritatile germane a ajuns acum la final.Procurorii sustin ca actionarii Porsche ar fi trebuit informati in legatura cu neregularitatile de la Volkswagen chiar din 2014, presupunand ca directorii stiau deja de falsificarea emisiilor.Investitorii au pierdut milioane de euro in septembrie 2015, cand Volkswagen a recunoscut ca a echipat 11 milioane de vehicule vandute la nivel mondial cu un soft care falsifica rezultatele testelor antipoluare ale motoarelor diesel. Scandalul a costat Volkswagen peste 27 de miliarde de euro.",http://www.ziare.com/porsche/stiri-porsche/dieselgate-perchezitii-la-sediul-porsche-1599614,2020-03-06 09:10:27,
4,ziare.com,"Soarta ""premierului"" Ponta (Opinii)","Europarlamentarul PD-L Cristian Preda afirma recent ca liderul PSD se bucura inainte de vreme si uita un amanunt interesant. Pana in 2014, presedintele tarii este Traian Basescu , cel care i-a taiat aripile si lui Klaus Iohannis . Cristian Preda ne arata, de pe-acum, ultimul atu pe care l-ar avea PD-L in eventualitatea castigarii alegerilor de catre USL. O face insa in mod ostentativ, parca batandu-si pumnii intre ei in semn de sic, sic.Am constatat cu totii ca acest joc de-a desemnarea nu poate aduce nimic constructiv mediului politic romanesc. Dimpotriva, a creat foarte multa tensiune in societate, scindand opinia publica in doua tabere distincte, cu interpretari dintre cele mai stranii. Cele doua tabere, presedintele si Opozitia, se bateau in argumente fara ca publicul sa inteleaga cine are dreptate pana la urma.Traian Basescu nu se grabeste sa ne anunte cand va munci cu adevarat acea comisie parlamentara de revizuire a Constitutiei. In cazul unei crize politice, in 2012, Traian Basescu nu va mai putea gasi scuze ca pana acum. Evident, poate forta nota, tinand cont de instabilitatea actiunilor sale. Dar nu va mai avea ocazia sa sustina altceva in afara evidentei. Cum vor fi parate loviturile sale de ametire a publicului?Constitutia spune clar ca presedintele ""desemneaza premierul in urma consultarilor cu partidele politice parlamentare"". Dupa cenzurarea Cabinetului Boc, Opozitia a strans randurile si a format o majoritate cu o propunere comuna de premier in persoana lui Klaus Iohannis.O majoritate de conjunctura si nu una rezultata in urma votului popular, si-a motivat domnul Basescu decizia de respingere a candidatului Iohannis. Stim foarte bine ce s-a intamplat cu domnul Croitoru, care nu a facut altceva decat sa vina in fata plenului Parlamentului, recitand cateva poezii, stiuta fiind soarta sa in fata unei majoritati parlamentare ostile propunerii presedintelui.Liviu Negotita si referendumul au fost asii lui Basescu. Acesta nu a amintit nicio clipa de varianta unui cabinet Emil Boc 3, consolidat dupa alegerile prezidentiale. Ne intrebam cati oameni l-ar mai fi votat pe Traian Basescu avand in fata spectrul unui asemenea Executiv.Varianta conjuncturala nu s-a mai aplicat si in cazul UNPR , o anomalie a democratiei romanesti. N-am auzit explicatii cat de cat plauzibile, legate de acest partid surogat, in afara unei reabilitari a generalului Oprea.In cazul in care USL obtine majoritatea legislativa, domnul presedinte nu va mai putea invoca conjunctura momentului si ""moguliada"" sarii si a postei. Cu UNPR disparut de pe scena politica si cu UDMR la tabloul de onoare al Camerei Deputatilor, Traian Basescu nu ar avea decat sa incerce o noua alianta.",http://www.ziare.com/victor-ponta/psd/soarta-premierului-ponta-1079047,2020-03-06 09:28:07,
5,ziare.com,Florentino Perez anunta renasterea Realului galactic,"""Vom construi o echipa spectaculoasa, cu jucatori super valorosi din strainatate, dar mai ales din Spania"", a apus Perez.Perez, care a mai fost presedinte al ""albilor"" in perioada 2000-2006, s-a facut iubit de suporteri prin aducerea de super jucatori, precum Luis Figo Zinedine Zidane sau Ronaldo Printre ""tintele"" noului presedinte al gruparii din capitala Spaniei sunt Ricardo Kaka Franck Ribery si David Villa.Florentino Perez va fi instalat oficial in functia de presedinte al clubului Real Madrid in luna iunie.",http://www.ziare.com/florentino-perez/real-madrid/florentino-perez-anunta-renasterea-realului-galactic-768719,2020-03-06 09:46:28,
6,ziare.com,''Nu imi amintesc nimic din acea seara'',"Cutitul? Ca sa tai paine. Parea confuz: Rus nu stie limba italiana si chiar si traducatorul a avut dificultati in a-l intelege. Isi aminteste ca avusese un cutit pe care il tinea in geanta doar ''pentru a taia painea''.""Nu traieste in baraca asa cum s-a scris - rectifica avocatul aparator - ci in casa cumnatei sale. E casatorit si are doi copii care traiesc in Romania, cu sotia sa. Lucra pentru o companie de transporturi. Este de trei ani in Italia si nu a avut probleme cu justitia. Nu are cazier, iar in Romania are un singur antecedent legat de participarea la o adunare publica"".Corriere della sera: ""Nu-mi amintesc nimic"", spune romanul acuzat de violIoan Rus a spus ca nu a facut altceva decat sa o ajute pe studenta din Lesotho sa traverseze strada.Mai intai a atacat-o pe doctorita psiholog, in inchisoare, apoi a declarat ca nu isi aminteste nimic din seara de 17 aprilie.Procurorul Erminio Amelio este acum in asteptarea rezultatului controlului tehnic dispus asupra hainelor lui Rus, pentru a verifica daca contin urme biologice de la femeie.In zilele urmatoare, procurorul Amelio va dispune un control medical al leziunilor suferite de africana si se va deplasa la Regina Coeli pentru a-l interoga pe roman, detinut pentru tentativa de omor, violenta sexuala si sechestrare de persoana.The New York Times : Liga Nordului, posturi cheie in cabinetul ItalieiPartidul anti-imigrationist Liga Nordului din Italia sustine ca va ocupa posturi cheie in cabinetului premierului ales Silvio Berlusconi , care il vor ajuta sa avanseze ofensiva impotriva imigrantilor ilegali pe care ii invinuieste pentru infractiouni violente, titreaza The New York Times.Seful Ligii Nordului, care a surprins dupa ce a obtinut 8% din voturi la alegerile de weekendul trecut, a declarat potrivit ca printre locurile din cabinet ce revin partidului sau se vor numara cel de ministru de interne, ministru al reformelor si ministru al agriculturii.Liga Nordului, pe care criticii o acuza de rasism, si-a dublat sustinerea in alegerile generale, atragand alegatori pe probleme precum infractionalitate si imigratie.Doua violuri din weekend, ce au implicat victime si presupusi violatori din strainatate, noteaza The New York Times, au adus din nou infractionalitatea si imigratia ilegala in topul agendei politice a Italiei, pe masura ce Berlusconi se pregateste pentru un al treilea mandat ca premier.Seful coalitiei castigatoare a alegerilor, Silvio Berlusconi, al carui ultim mandat la putere a luat sfarsit in 2006, a indicat deja o ofensiva impotriva imigrantilor ilegali care comit infractiuni, numindu-i ""armata raului"" la o zi dupa alegerea sa. Numirea unui membru al Ligii Nordului ca ministru de interne ar sublinia faptul ca imigratia este o prioritate.",http://www.ziare.com/ioan-rus/stiri-ioan-rus/la-repubblica-violatorul-roman-vorbeste-nu-imi-amintesc-nimic-din-acea-seara-294889,2020-03-06 08:58:36,
7,ziare.com,Bazac: Sistemul sanitar nu a functionat pentru ca nu a avut o regula. Acum are,"""Sistemul nu a functionat pentru ca nu a avut o regula. Regula o instituim azi (miercuri n.red.) si se numeste 'Pachetul de servicii medicale'"", a anuntat ministrul Bazac.""Pachetul general de servicii si tichetul pentru sanatate reprezinta o necesitate si fac parte din reforma structurala a sistemului de sanatate. Acestea vor contribui la diminuarea platilor informale si la imbunatatirea finantarii sistemului de sanatate, asigurand astfel cresterea calitatii asistentei medicale.Masurile reprezinta in acelasi timp un angajament al Romaniei, pentru ca fac parte din clauzele acordului de finantare incheiat cu FMI si Banca Mondiala"", a explicat ministrul Bazac.Potrivit ministrului Sanatatii, noul pachet general de servicii medicale, dar si implementarea tichetelor pentru sanatate vor fi dezbatute public timp de doua luni, urmand ca in septembrie sa fie integrate in sistem.Bazac a tinut sa-i informeze pe romani care sunt serviciile de sanatate ce pot fi platite din contributiile la asigurarile de sanatate si care sunt cele ce nu pot fi acoperite de catre acestea.""Noul pachet general de servicii reprezinta baza stabilirii serviciilor de sanatate care sunt decontate de Casa de Asigurari de Sanatate, precum si a celor care vor fi platite suplimentar, prin tichetele pentru sanatate.Reconfigurarea pachetului de servicii pe baza ghidurilor si protocoalelor terapeutice va permite controlul costurilor si al practicilor medicale. De asemenea, pachetul va creea conditiile calcularii costurilor in functie de nevoile specifice pe patologii"", a mai spus Ion Bazac.Potrivit sefului din Sanatate, ""introducerea in sistem a noului pachet va aduce beneficii calitative la toate nivelurile. Exemple de servicii mediale acoperite: prezenta medicului de familie la cabinet 7 ore/zi, asistenta medicala gratuita pentru urgentele reale, acoperirea integrala a interventiilor chirurgicale"".Tichetul pentru sanatate, care se va aplica in ambulator, in spital (cu exceptia urgentelor) si pentru investigatiile paraclinice, ""reprezinta contributia personala la plata serviciilor medicale, a medicamentelor si a dispozitivelor medicale in momentul utilizarii efective a acestora"", mai sustine ministrul.Contributia personala a cetatenilor prin tichetele pentru Sanatate nu va depasi 600 de lei pe an, a dat asigurari Bazac: ""Potrivit estimarilor, contributia personala prin tichete va fi de aproximativ 350 de lei pe an pentru un pacient mediu (calculul estimativ include doua episoade de spitalizare continua, doua de spitalizare de zi, sase-opt vizite la medicul de familie, patru vizite la medicul specialist, o vizita la domiciliu, zece analize de laborator, o investigatie radiologica si o investigatie de inalta performanta)"".""Nivelul de contributie personala a cetateanului pentru tichetul de sanatate este acceptabil si suportabil din punct de vedere financiar. De exemplu, cuantumul contributiei personala este de 5 lei pentru o consultatie la medicul de familie si de 10 lei pentru o consultatie la medicul specialist.Vizita la domiciliu a medicului de familie dupa orele de program va fi taxata cu 15 lei, iar consultatiile efectuate in structurile de urgenta din spitale pentru pacientii care nu reprezinta urgente medicale vor necesita o contributie personala de 20 lei"", a detaliat ministrul.Bazac a estimat ca prin introducerea tichetelor pentru sanatate se vor genera in sistem aproximativ 700 milioane de lei anual, fonduri care vor ramane la furnizor (cabinet medical individual, spital sau alta unitate de sanatate) si care vor fi utilizate pentru salarii, investitii sau servicii.In opinia ministrului, noua masura va stimula competitia in sistem pentru atragerea de venituri suplimentare, pacientii avand posibilitatea de a alege medicii si spitalele care au dovedit responsbilitate si performanta: ""Astfel, se vor crea premise reale pentru cresterea calitatii asistentei medicale.Prin introducerea acestei masuri, se urmareste si reducerea platilor informale (creand premisele majorarii salariilor pentru cadrele medicale), precum si cresterea accesului la asistenta medicala la un nivel adecvat. De asemenea, masura permite cresterea gradului de monitorizare si transparenta a cheltuielilor, tichetele functionand ca document de plata, semnat de catre pacient"".La stabilirea preturilor pentru tichetele de sanatate au fost luate in considerare valori din tari care au avut un parcurs similar Romaniei si care au introdus mecanisme de plata suplimentara a serviciilor medicale, ca de exemplu Estonia, Croatia, Ungaria.De asemenea, in definirea sistemului a fost urmat exemplul unor tari din Europa de Vest care au o experienta consistenta in gestionarea contributiilor suplimentare.Categoriile de populatie care nu vor plati tichetele pentru sanatate sunt persoanele asistate social (Legea 416/2001), pensionari cu pensii sub 700 RON/luna, copiii cu varsta pana in 18 ani, somerii, persoanele care beneficiaza de gratuitati (revolutionari, persecutati politc, veterani, persoane cu handicap), personalul sanitar, gravidele - doar pt. servicii aferente graviditatii si persoanele aflate in Programele Nationale de Sanatate. ""Pentru aceste categorii, contributia va fi acoperita din fonduri publice, suma estimata fiind de 550 milioane de lei anual"", a mai anuntat Bazac.Ministrul Sanatatii a promis ca ""efectele pozitive ale implementarii pachetului de servicii de baza si a tichetului pentru sanatate se vor vedea. In complementaritate cu masurile deja active, ele vor conduce la cresterea accesibilitatii pacientilor la nivelul corespunzator de asistenta medicala si la utilizarea mai judicioasa a resurselor, astfel incat mai multi pacienti sa beneficieze de tratamente adecvate si moderne"".",http://www.ziare.com/stiri/frauda/bazac-sistemul-sanitar-nu-a-functionat-pentru-ca-nu-a-avut-o-regula-acum-are-805009,2020-03-06 08:58:18,
8,ziare.com,Echipa Romaniei de Fed Cup a plecat in Cehia: Motivul pentru care Simona Halep e ingrijorata,"Ziare.
com
La plecarea din tara, Simona s-a declarat ingrijorata pentru faptul ca in Fed Cup terenul propriu este un element foarte important, iar Cehia va fi avantajata.""Putem spune ca e o sansa in plus faptul ca Petra nu joaca. Meciul este insa foarte greu. E cel mai greu meci din grupe. Am jucat acum doi ani contra lor si am pierdut, din pacate. Pe toata lumea dezavantajeaza un meci in deplasare. Si ele au jucat la noi acum doi ani. Stim ca publicul lor e numeros si galagios, dar nu putem schimba nimic. Trebuie sa ne adaptam la ce avem"" a declarat Simona Halep , conform Digi Sport.Cehia ne-a invins in urma cu doi ani chiar la noi acasa, insa Simona considera ca experienta castigata intre timp ne-ar putea ajuta.""Echipa noastra a fost mereu puternica, am avut sanse mari de a castiga orice meci. Atunci poate a contat si experienta. Acum suntem mai mature si cred ca avem o sansa in plus. Nimic nu e imposibil. Mergem cu mintea deschisa si cu incredere"" a mai spus Simona.Partida dintre Romania si Cehia va avea loc pe 9 si 10 februarie, in direct pe Ziare.com.Castigatoarea se va califica in semifinale, iar invinsa va disputa barajul pentru mentinerea in Grupa Mondiala I.Din echipa noastra fac parte, pe langa Simona, Mihaela Buzarnescu Monica Niculescu si Ana Bogdan Cehia nu va putea conta pe cea mai buna jucatoare a ei, Petra Kvitova.C.S.",http://www.ziare.com/tenis/fed-cup/echipa-romaniei-de-fed-cup-a-plecat-in-cehia-motivul-pentru-care-simona-halep-e-ingrijorata-1548378,2020-03-06 09:47:50,
9,ziare.com,Ambasadorul SUA: Puteti contribui la buna guvernare a Romaniei daca votati!,"Ziare.
com
""Fac un apel la voi, cetateni ai Romaniei, ca pe 11 decembrie sa votati. E foarte important.Romania e o democratie si ca o democratie sa infloreasca depinde de participarea activa a cetatenilor la procesul de guvernare. Si modul cel mai direct in care voi puteti contribui la buna guvernare a Romaniei este sa votati. Va rog sa va folositi acest privilegiu, acest drept, va rog sa votati pe 11 decembrie"", a spus Klemm.Ambasadorul a participat vineri la deschiderea Zilelor Facultatii de Stiinte a Universitatii din Craiova, ocazie cu care le-a vorbit studentilor si despre alegerile prezidentiale din SUA, afirmand in context ca e bine ca lunga perioada de campanie electorala se apropie de final.",http://www.ziare.com/alegeri/alegeri-parlamentare-2016/ambasadorul-sua-puteti-contribui-la-buna-guvernare-a-romaniei-daca-votati-1442201,2020-03-06 09:32:06,
