,source,title,text,url,date_published,authors
0,news.ro,"Opere de Jean-Michel Basquiat, pe primele locuri...","Opere semnate de Jean-Michel Basquiat ocupă primele trei locuri în Topul 10 al celor mai scumpe desene contemporane ce au fost adjudecate la casele de licitaţii occidentale, în 2015, potrivit raportului anual întocmit de Artprice.
VREI SĂ CITEŞTI ACEST ARTICOL? Pentru a citi tot articolul, intră în contul tău introducând mai jos datele de înregistrare. Dacă nu ai cont, contactează-ne la . Vezi oferta Autentificare Email Parola Păstrează-mă logat Am uitat parola Intră in cont",https://www.news.ro/cultura-media/opere-de-jean-michel-basquiat-pe-primele-locuri-in-topul-10-al-celor-mai-scumpe-desene-contemporane-din-occident-1922415224002016031315413346,2020-03-06 08:08:20,
1,news.ro,Lockheed Martin se apropie de încheierea unui...,"Constructorul de aeronave Lockheed Martin se apropie de încheierea unui contract uriaş în vederea vânzării celor 440 de avioane de vânătoare de tip F-35 către 11 ţări, inclusiv către Statele Unite, scrie CNN Money.
Acordul vizează trei variante ale sofisticatului avion supersonic de tip F-35 Lightning II, a anunţat luni un purtător de cuvânt Lockheed.
Una dintre versiunile avionului de vânătoare invizibil pe radar din viitoarea generaşie poate plana.
Această informaţie despre acordul iminent a apărut la Paris Air Show, un eveniment uriaş al industriei aviaţiei, la care producătorii le arată noile lor avioane unor potenţiali cumpărători.
Articolul de mai sus este destinat exclusiv informării dumneavoastră personale. Dacă reprezentaţi o instituţie media sau o companie şi doriţi un acord pentru republicarea articolelor noastre, va rugăm să ne trimiteţi un mail pe adresa abonamente@news.ro.",https://www.news.ro/externe/lockheed-martin-se-apropie-de-incheierea-unui-acord-urias-in-vederea-vanzarii-f-35-catre-11-tari-inclusiv-sua-1922401819002017061717043343,2020-03-06 08:09:06,
2,news.ro,Numărul de locuri de muncă neocupate a scăzut...,"Numărul de locuri de muncă vacante din economie, un indicator al deficitului de forţă de muncă la nivel naţional, a scăzut în al patrulea trimestru al anului trecut cu 9,9% faţă de aceeaşi perioadă a anului anterior, la 54.700, arată datele publicate luni de Institutul Naţional de Statistică (INS).
În trimestrul al patrulea din 2017, rata locurilor de muncă vacante a fost de 1,13%, în scădere cu 0,09 puncte procentuale faţă de trimestrul precedent.
”Numărul locurilor de muncă vacante a fost de 54.700, în scădere cu 4.200 locuri de muncă vacante faţă de trimestrul anterior. Comparativ cu acelaşi trimestru al anului 2016, rata locurilor de muncă vacante a scăzut cu 0,16 puncte procentuale, iar numărul locurilor de muncă vacante a scăzut cu 6.000”, se arată în comunicat.
În ultimul trimestru din 2017, cele mai mari rate ale locurilor de muncă vacante s-au înregistrat în administraţia publică şi alte activităţi de servicii (2,52% pentru fiecare în parte), urmate de sănătate şi asistenţă socială (2,40%).
În industria prelucrătoare s-a concentrat peste o pătrime din numărul total al locurilor de muncă vacante (14.600 locuri vacante), iar rata a fost de 1,23%.
”Sectorul bugetar a însumat peste 31% din numărul total al locurilor de muncă vacante. Astfel, 8.000 locuri vacante se regăsesc în sănătate şi asistenţă socială, 6.800 locuri vacante în administraţia publică, respectiv 2.400 locuri vacante în învăţământ. La polul opus, cele mai mici valori atât ale ratei cât şi ale numărului locurilor de muncă vacante s-au regăsit în industria extractivă (0,16%, respectiv 100 locuri vacante)”, se arată în comunicat.
Faţă de acelaşi trimestru al anului anterior, cea mai mare diminuare atât în ceea ce priveşte rata, cât şi numărul locurilor de muncă vacante s-a înregistrat în administraţia publică (-1,49 puncte procentuale, respectiv -3.700 locuri vacante), ca urmare a aplicării prevederilor legale în vigoare, respectiv în sănătate şi asistenţă socială (-0,64 puncte procentuale, respectiv -1.800 locuri vacante).
”La polul opus, cu cele mai relevante creşteri ale ratei locurilor de muncă vacante s-au regăsit activităţile de intermedieri financiare şi asigurări (+0,42 puncte procentuale), producţia şi furnizarea de energie electrică şi termică, gaze, apă caldă şi aer condiţionat (+0,22 puncte procentuale), respectiv transport şi depozitare (+0,21 puncte procentuale)”, se arată în comunicat.
Numărul de locuri de muncă vacante a scăzut după 2008, când s-a înregistrat o rată maximă, de 1,94%, şi un număr maxim,de peste 100.000, până în 2010, când s-a atins un nivel minim, de 0,59%. Ulterior, rata locurilor de muncă neocupate a crescut constant până în prezent.
Articolul de mai sus este destinat exclusiv informării dumneavoastră personale. Dacă reprezentaţi o instituţie media sau o companie şi doriţi un acord pentru republicarea articolelor noastre, va rugăm să ne trimiteţi un mail pe adresa abonamente@news.ro.",https://www.news.ro/economic/numarul-de-locuri-de-munca-neocupate-a-scazut-cu-9-9-intr-un-an-ajungand-la-54-700-in-ultimul-trimestru-al-anului-trecut-1922402719002018020917900863,2020-03-06 08:01:59,
3,news.ro,Constanţa: O femeie a murit după ce trotineta...,"O femeie de 43 de ani a murit după ce trotineta electrică pe care se deplasa, pe DN 22, în judeţul Constanţa, şi care nu era semnalizată pe timp de noapte a fost lovită din spate de un autoturism condus de un tânăr.
Potrivit Poliţiei Judeţene Constanţa, accidentul a avut loc, în noaptea de vineri spre sâmbătă, în jurul orei 3.00, pe DN 22.
Astfel un tânăr de 27 de ani, care conducea un autoturism dinspre Sitorman către Lumina, a accidentat o trotinetă electrică, fără elemente de semnalizare, condusă în aceeaşi direcţie de mers de către o femeie de 43 de ani. După impact, autoturismul a părăsit partea carosabilă prin dreapta şi s-a răsturnat.
În urma accidentului, femeia aflată pe trotinetă a murit.
Articolul de mai sus este destinat exclusiv informării dumneavoastră personale. Dacă reprezentaţi o instituţie media sau o companie şi doriţi un acord pentru republicarea articolelor noastre, va rugăm să ne trimiteţi un mail pe adresa abonamente@news.ro.",https://www.news.ro/eveniment/constanta-o-femeie-a-murit-dupa-ce-trotineta-electrica-pe-care-se-afla-nesemnalizata-a-fost-lovita-de-o-masina-1922404517112019080919089622,2020-03-06 08:09:22,
4,news.ro,Dragnea: Rămân preşedintele PSD. stilul nostru...,"Preşedintele PSD, Liviu Dragnea, a declarat, duminică seară, că nu va demisiona din fruntea partidului, în contextul în care recent declarase că se retrage în cazul în care partidul obţine un scor slab la alegerile locale.
VREI SĂ CITEŞTI ACEST ARTICOL? Pentru a citi tot articolul, intră în contul tău introducând mai jos datele de înregistrare. Dacă nu ai cont, contactează-ne la . Vezi oferta Autentificare Email Parola Păstrează-mă logat Am uitat parola Intră in cont",https://www.news.ro/politic-intern/dragnea-raman-presedintele-psd-stilul-nostru-nou-de-a-face-politica-se-pare-ca-a-contat-1922411005002016062215496038,2020-03-06 08:04:55,
5,news.ro,Trupa Maroon 5 a lansat o companie de caritate în...,"Trupa americană Maroon 5 a lansat în colaborare cu UNICEF o companie de caritate, #Maroon5Day, organizată sub forma unei zile anuale speciale, ce va fi dedicată donaţiilor, muzicii şi filantropiei, informează contactmusic.com.
VREI SĂ CITEŞTI ACEST ARTICOL? Pentru a citi tot articolul, intră în contul tău introducând mai jos datele de înregistrare. Dacă nu ai cont, contactează-ne la . Vezi oferta Autentificare Email Parola Păstrează-mă logat Am uitat parola Intră in cont",https://www.news.ro/entertainment/trupa-maroon-5-a-lansat-o-companie-de-caritate-in-colaborare-cu-unicef-1922413321312016061315506983,2020-03-06 08:05:18,
6,news.ro,Adjuncta lui Bolton în Consiliul Naţional de...,"O consilieră a lui Donald Trump a fost destituită la o zi după intervenţia publică a soţiei preşedintelui Statelor Unite, Melania Trump, care a apreciat că aceasta nu mai merita ”onoare să lucreze la Casa Albă”, relatează AFP.
Acest anunţ are loc în momentul în care preşedintele american, vizibil afectat de înfrângerea republicanilor în alegerle legislative de la 6 noiembrie, intenţionează să-şi remanieze echipa.
Prima Doamnă - de obicei extrem de discretă cu privire la funcţionarea preşedinţiei, a ieşit din această tăcere marţi şi a cerut, prin vocea purtătoarei sale de cuvânt şi pe un ton deosebit de sec, destituirea lui Mira Ricardel, care ocupa un post-cheie în cadrul puternicului Consiliu de Securitate Naţională (NSC) condus de John Bolton.
Furia ""First Lady"" a părut să fie auzită, iar decizia nu a întârziat. Mira Ricardel ""va continua să-l susţină pe preşedinte, la părăsirea Casei Albe, într-un nou rol în cadrul administraţiei”, a anunţat într-un comunicat laconic o purtătoare de cuvânt a Executivului american, Sarah Sanders.
Potrivit Wall Street Journal (WSJ), echipa Melaniei Trump o suspecta pe Ricardel că se află la originea unor ”poveşti negative” care o afectează.
Secretarul general al Casei Albe John Kelly se află şi el, se pare, în vizor. Secretarul Securităţii Interne Kirstjen Nielsen - apropiată a lui Kelly - este de asemenea dată pe picior de plecare. Preşedintele ar fi nemulţumit, potrivit unor publicaţii, de modul cum gestionează dosarul sensibil al imigraţiei.
”Voi lua o decizie rapid cu privire la Securitatea Internă”, a anunţat el miercuri într-un interviu acordat Daily Caller.
Trump rămâne evaziv cu privire la planurile pe care le are, însă şi-a reafirmat - cu scopul de a contracara ideea potrivit căreia numeroşi republicani preferă să păstreze distanţa faţă de preşedinţie - că puterea de atracţie a Casei Albe rămâne intactă.
”Mulţi oameni vor să vină, numeroşi politicieni care au avut cariere încununate de succes vor să vină”, a dat el asigurări.
Îngrijorat de ancheta procurorului special Robert Mueller, Donald Trump l-a destituit zgomotos, săptămâna trecută, pe secretarul său al Justiţiei Jeff Sessions.
FRUSTRARE
În afară de ambiguitatea cu privire la amploarea acestei remanieri - ultima dintr-o lungă serie - a Executivului american, această a doua jumătate de mandat nu începe tocmai într-o atmosferă senină.
La Paris, într-un weekend încărcat de simboluri ale comemorării sfârşitului Primului Război Mondial, Donald Trump a declanşat o avalanşă de critici, anulându-şi în ultimul moment vizita la cimitirul american. El a rămas uimitor de tăcut, ca şi cum ar fi fost întru totul absorbit în situaţia de la Washington.
La opt zile după alegeri, frustrarea prezidenţială este palpabilă.
Odată disipată ceaţa comunicării politice şi odată acumulate noile rezultate, cu pipeta, imaginea lui 6 noiembrie care se conturează este imaginea unei înfrângeri reale a lui Trump, care a făcut din acest scrutin, potrivit propriilor declaraţii, un ”referendum” asupra persoanei sale.
Datele sunt clare, iar tweet-ul său cu privire la ”imensul succes” al Grand Old Party sună de-acum a gol.
Democraţii urmează să obţină între 35 şi 40 de mandate în Camera Reprezentanţilor.
Republicanii, care dispuneau de o hartă electorală desobit de favorabilă la Senat, ar urma să avanseze cu unul sau două mandate în camera superioară.
În urma unui scrutin extrem de strâns, democrata Kyrsten Sinema a obţinut luni, în Arizona, un mandat deţinut până acum de republicanul Jeff Flake, care nu a mai candidat.
Cu câteva zile înainte Trump sugera că sondajele şi analizezele s-au înşelat şi că o surpriză ca cea din 2016 pulteşte în atmosferă.
Iar de-acum va fi obligat să renunţe la unul dintre cupletele sale preferate - cel în care amintea, ironic la adresa politicienilor tradiţionali, că a făcut campanie o sngură dată în viaţa sa şi a câştigat.
Articolul de mai sus este destinat exclusiv informării dumneavoastră personale. Dacă reprezentaţi o instituţie media sau o companie şi doriţi un acord pentru republicarea articolelor noastre, va rugăm să ne trimiteţi un mail pe adresa abonamente@news.ro.",https://www.news.ro/externe/adjuncta-lui-bolton-in-consiliul-national-de-securitate-destituita-in-urma-unor-critici-ale-melaniei-trump-1922402215292018110918661866,2020-03-06 08:05:40,
7,news.ro,Enel X a semnat un acord pentru achiziţia a 55%...,"Enel X a încheiat un acord de achiziţie - sub rezerva aprobării sale de către Banca Italiei – a unei participaţii de 55% din capitalul social al PayTipper, instituţia de plată care are un acord cu o reţea extinsă de puncte de vânzare prin care oferă clienţilor săi servicii financiare, a anunţat joi compania, care precizează că proiectul este parte a strategiei sale de dezvoltare şi furnizare de servicii în sectorul financiar.
Prin această tranzacţie, Enel X îşi creşte punctele de contact cu clienţii şi obţine acces la o reţea de aproximativ 5.000 de magazine PayTipper din toată Italia.
""Acest acord reprezintă un pas înainte în strategia de creştere a pieţei serviciilor de plată şi ne oferă o prezenţă extinsă în întreaga Italie, cu acces la reţeaua de magazine PayTipper. Scopul nostru este să oferim oamenilor o gamă completă de soluţii financiare, de la plata digitală la posibilitatea de a alege punctele de vânzare cele mai apropiate de casele lor"", a declarat Francesco Venturini, Head of Enel X.
Prin achiziţia participaţiei majoritare în cadrul PayTipper, Enel X va putea accesa o reţea de puncte de vânzare care cuprinde aproximativ 5.000 de magazine în toată Italia (dintre care aproximativ 3.000 sunt directe şi 2.000 sunt partenere), oferind un serviciu de plată complementar celui oferit de Enel X Financial Services prin intermediul platformei sale digitale.
Obiectivul este de a ajunge la persoane fizice care continuă să efectueze tranzacţii la businessurile participante şi care reprezintă împreună mai mult de 60% din plăţile în Italia.
„Intrarea Enel X în structura corporativă a companiei noastre deschide noi scenarii de creştere pentru PayTipper, care ne vor permite să extindem gama de servicii pe care le oferim publicului şi afacerilor, într-un mod inovator şi exclusivist”, a declarat Angelo Grampa, CEO PayTipper.
Enel X intenţionează să utilizeze cele două canale, digitale şi fizice, într-un mod complementar pentru a răspunde mai bine nevoile clienţilor săi. Prin urmare, accesul la canalul fizic şi o prezenţă mai largă în Italia vor permite extinderea modalităţilor de câştigare de noi clienţi şi promovarea produselor şi serviciilor oferite de companiile Enel Group.
Achiziţia de către Enel X a unui pachet de control de 55% din capitalul social al PayTipper este supusă condiţiei suspensive de autorizare de către Banca Italiei, conform legii.
Enel X este linia globală de afaceri a Enel dedicată dezvoltării de produse inovatoare şi soluţii digitale în sectoarele în care energia prezintă cel mai mare potenţial de transformare: oraşe, locuinţe, industrii şi mobilitate electrică. Enel X deţine poziţia de lider în cadrul programelor de echilibrare a reţelelor prin managementul consumului la nivel global, cu peste 6 GW de capacitate de răspuns la cerere, gestionată şi repartizată în prezent în America Centrală, de Sud şi de Nord, Europa, Asia şi Oceania.
PayTipper S.p.A. este o instituţie de plăţi autorizată de Banca Italiei care oferă soluţii şi servicii de plată inovatoare, sigure cu un grad ridicat de personalizare pentru a răspunde nevoilor persoanelor fizice, întreprinderilor, reţelelor şi instituţiilor.
Articolul de mai sus este destinat exclusiv informării dumneavoastră personale. Dacă reprezentaţi o instituţie media sau o companie şi doriţi un acord pentru republicarea articolelor noastre, va rugăm să ne trimiteţi un mail pe adresa abonamente@news.ro.",https://www.news.ro/economic/enel-x-a-semnat-un-acord-pentru-achizitia-a-55-din-paytipper-si-isi-consolideaza-strategia-pe-piata-serviciilor-de-plata-1922401714202019111519170766,2020-03-06 08:08:30,
8,news.ro,Martor: Vâlcov mă punea să cumpăr tablouri la...,"Fostul şofer al al lui Darius Vâlcov le-a spus judecătorilor de la instanţa supremă că fostul ministru al Finanţelor îl punea să cumpere tablouri la licitaţii şi îi spunea când să ridice paleta. Martorul a arătat că Vâlcov i-a cerut să pună 12 tablouri pe pereţii din locuinţa sa şi să spună că sunt cumpărate din banii de la botezul copiilor săi.
VREI SĂ CITEŞTI ACEST ARTICOL? Pentru a citi tot articolul, intră în contul tău introducând mai jos datele de înregistrare. Dacă nu ai cont, contactează-ne la . Vezi oferta Autentificare Email Parola Păstrează-mă logat Am uitat parola Intră in cont",https://www.news.ro/justitie/martor-valcov-ma-punea-sa-cumpar-tablouri-la-licitatii-imi-facea-semn-cand-sa-ridic-paleta-nu-stiam-ca-erau-cumparate-pe-numele-meu-1922415129172016021515393553,2020-03-06 08:04:52,
9,news.ro,Autorităţile de la Chişinău nu ar fi permis...,"Autorităţile de la Chişinău nu ar fi permis decolarea de pe Aeroportul Internaţional Chişinău a unui avion în care se afla fiul procurorului general al Federaţiei Ruse, Igor Ciaika, scrie Unimedia, citând presa rusă.
La bordul aeronavei s-ar fi aflat un grup de afacerişti ruşi şi patru membri ai protocolului care urmau să-l însoţească pe vicepremierul Dmitri Rogozin în Republica Moldova.
„Din câte ştiu eu, avionul, cu fiul procurorului general la bord, omul de afaceri Igor Ciaika, a zburat la Chişinău pentru a purta negocieri de afaceri”, a declarat una dintre surse.
Aeroportul Chişinău nu a oferit încă o reacţie pe marginea acestui caz.
Bucureştiul a refuzat survolarea de către aeronava în care se afla Rogozin, a spaţiului aerian românesc. Avionul a făcut o escală la Minsk, de unde vicepremierul a luat o cursă Aeroflot cu destinaţia Moscova. El a ajuns la Chişinău cu o întârziere de opt ore.
Igor Dodon şi Dmitri Rogozin urmau să participe la sărbătoarea comună în regiunea transnistreană organizată cu ocazia a 25 de ani de la crearea operaţiunii de menţinere a păcii pe Nistru.
Articolul de mai sus este destinat exclusiv informării dumneavoastră personale. Dacă reprezentaţi o instituţie media sau o companie şi doriţi un acord pentru republicarea articolelor noastre, va rugăm să ne trimiteţi un mail pe adresa abonamente@news.ro.",https://www.news.ro/externe/autoritatile-de-la-chisinau-nu-ar-fi-permis-decolarea-unui-avion-in-care-se-afla-fiul-procurorului-general-rusiei-1922402529022017071217116175,2020-03-06 08:01:54,
