,source,title,text,url,date_published,authors
0,mediafax.ro,"Orban, ironic la adresa parlamentarilor: Se vede că au obosit să le dea aviz negativ miniştrilor","
„Este în mâna Parlamentului decizia privitoare la învestirea Guvernului Cîţu. Noi am purtat discuţii, negocieri, am încercat să formăm o majoritate. (...) Se vede că au şi obosit să le dea aviz   negativ candidaţilor noştri de miniştri. Foarte mulţi au primit aviz favorabil”, a declarat Orban vineri.
Votul de învestire al Guvernului Cîţu ar putea avea loc săptămâna viitoare.
Vicepremierul interimar Raluca Turcan spunea, marţi, despre avizele negative primite de miniştrii propuşi în Guvernul Cîţu, că PSD trebuie să fie contra, „chiar dacă ştiu şi ei că nu au dreptate”.


Pentru cele mai importante ştiri ale zilei, transmise în timp real şi prezentate echidistant, daţi LIKE paginii noastre de   Facebook!

Dacă ţi-a plăcut articolul, urmăreşte MEDIAFAX.RO pe FACEBOOK »",https://www.mediafax.ro//politic/orban-ironic-la-adresa-parlamentarilor-se-vede-ca-au-obosit-sa-le-dea-aviz-negativ-ministrilor-18940166,06.03.2020,Diana Grigore
1,mediafax.ro,Sorina Pintea  va fi eliberată şi pusă sub control judiciar,"
Revenim cu detalii
Pentru cele mai importante ştiri ale zilei, transmise în timp real şi prezentate echidistant, daţi LIKE paginii noastre de   Facebook!

Dacă ţi-a plăcut articolul, urmăreşte MEDIAFAX.RO pe FACEBOOK »",https://www.mediafax.ro//politic/sorina-pintea-va-fi-eliberata-si-pusa-sub-control-judiciar-18940154,06.03.2020,Andreea Tobias
2,mediafax.ro,"Lucian Bode, ministrul interimar al Transporturilor, a anunţat când ar putea fi gata „Autostrada Unirii”","
„Nu există concurenţă între proiectele de infrastructură. Ele sunt complementare şi absolut necesare pentru a avea o reţea extinsă şi interconectată de infrastructură rutieră rapidă de transport în   România. Întreg portofoliul de proiecte de investiţii în infrastructura de transport rutieră sau feroviară, care vizează regiunea Moldovei, are susţinerea noastră, are susţinerea Guvernului”, a   spus Lucian Bode.
Potrivit acestuia, pentru patru din cele şase sectoare din drumul de mare viteză Ploieşti - Siret, adică Ploieşti - Buzău - Focşani - Bacău - Paşcani, este semnat contractul pentru realizarea   documentaţiei.

„Aceste contracte sunt în derulare cu termen de finalizare la sfârşitul anului, noiembrie 2020, respectiv ianuarie 2021. După ce se predă documentaţia începem procedura de licitaţie pentru execuţia   acestor tronsoane. În ceea ce priveşte ultimele două tronsoane, am publicat pe SICAP, pe 27 februarie, depunerea ofertelor. Până pe data de 23 aprilie închidem procedura de achiziţie publică pentru   ultimele două tronsoane din A7, Paşcani - Suceava, Suceava - Siret”, a declarat ministrul.
În privinţa „Autostrăzii Unirii”, A8, Lucian Bode a transmis că a luat o decizie bună de a anula parteneriatul public-privat.
„Anulăm o mizerie parteneriat public-privat gândită de Vâlcov şi alţi meseriaşi care nu se gândeau nicio clipă că vor putea realiza acest obiectiv şi se gândeau la alte lucruri. Nu-mi pot imagina   ca în calitate de beneficiar poţi modifica legea din pix şi să scrii că nu mai este nevoie de studiu de fezabilitate, ci doar o documentaţie realizată în birou de fostul şef al Comisiei Naţionale   de Strategie şi Prognoză, un studiu de oportunitate şi să dai în mana antreprenorului inclusiv comanda”, a spus Bode.
Ministrul a declarat că până la sfârşitul anului se vor finaliza revizuirea şi actualizarea studiului de fezabilitate pe tronsonul Târgu-Mureş - Târgu-Neamţ iar finalizarea construcţiei este   estimată pentru 2026-2027: „La fel pentru tronsonul Târgu-Neamţ - Ungheni, în funcţie de dimensiunile şi de complexitatea lucrărilor”.
Legat de lucrările făcute pe DN 15, Bicaz - Poiana Largului, ministrul susţine că s-au găsit mai multe nereguli: „Este incredibil cum astăzi unii ne acuză că am stopat lucrările la un obiectiv pe   care ei s-au angajat să-l finalizeze în 14 noiembrie 2019. (...) Contractul, încheiat pe 13 mai, prevedea realizarea unei expertize tehnice, iar după aveau obligaţia să finalizeze proiectul tehnic,   să-l avizeze la beneficiar, iar după acest lucru să înceapă execuţia lucrărilor. Au făcut invers. Au început lucrările şi abia în octombrie au predat expertiza.Astăzi, la 4 luni de la termenul de   finalizare a execuţiei încă nu au proiectul tehnic avizat. (...) În 20 de ani, nu am auzi de un contract de reparaţii drumuri prin încredinţare directă, al cărui valoare ajunge la aproximativ 80 de   milioane de euro, în baza unei inspecţii vizuale realizate pe traseu. Chestiunile care ţin de legalitatea atribuirii acestui contract le verifică alte instituţii abilitate ale statului şi sunt   convins că vor face lumină”.
Bode a mai spus că printre nereguli se numără şi faptul că garanţia de execuţie, care trebuia să fie predată înaintea începerii lucrărilor, a apărut în contul beneficiarului în luna octombrie 2019.   Potrivit ministrului, în acest moment, lucrările pe acest drum sunt finalizate în proporţie de 85 la sută, după cum i-a transmis constructorul. Sunt plăţi făcute pentru 56 la sută din facturile   depuse.
„După avizarea proiectului tehnic, s-au angajat să finalizeze în termenul stabilit prin contract, mai 2020, acest obiectiv”, a mai spus ministrul.
El a dat asigurări că toate proiectele de infrastructură din zona Moldovei, printre care şi Autostrada Braşov – Bacău, au toată de susţinerea sa.
Pentru cele mai importante ştiri ale zilei, transmise în timp real şi prezentate echidistant, daţi LIKE paginii noastre de   Facebook!

Dacă ţi-a plăcut articolul, urmăreşte MEDIAFAX.RO pe FACEBOOK »",https://www.mediafax.ro//politic/lucian-bode-ministrul-interimar-al-transporturilor-a-anuntat-cand-ar-putea-fi-gata-autostrada-unirii-18940068,06.03.2020,Dan Mihail Birjoveanu
3,mediafax.ro,Cex-ul PSD ar putea avea loc prin videoconferinţă din cauza coronavirus,"
„Urmează săptămâna viitoare să mai avem un Comitet Executiv, ca lucrurile să fie decise statutar”, a spus Ciolacu. Acesta a adăugat că majoritatea social-democraţilor a optat pentru data de 21   martie, în speranţa că nu va lua amploare criza generată de coronavirus.
„Oricum, suntem pregătiţi şi pentru astfel de situaţii. (...) În cazul în care criza va lua o amploare moderată, vom face un video-congres. Partidul e în reorganizare, chiar şi mentală, şi suntem   deschişi să încercăm lucruri”, a afirmat Ciolacu.

Acesta a adăugat că se încearcă schimbarea inclusiv a unor „metehne” care nu au adus multe prea voturi.
Întrebat, de asemenea, de ce nu se face congresul după alegeri, Ciolacu a răspuns că a existat şi această discuţie, însă majoritatea vrea congres înainte de alegeri, ca să existe o conducere: „o   conducere care trebuie să îşi asume alegerile. Nu am nicio problemă să îmi asum alegerile, chiar dacă perioada a fost una scurtă”.
Pentru cele mai importante ştiri ale zilei, transmise în timp real şi prezentate echidistant, daţi LIKE paginii noastre de   Facebook!

Dacă ţi-a plăcut articolul, urmăreşte MEDIAFAX.RO pe FACEBOOK »",https://www.mediafax.ro//politic/cex-ul-psd-ar-putea-avea-loc-prin-videoconferinta-din-cauza-coronavirus-18939046,06.03.2020,Departamentul Politic
4,mediafax.ro,Ciolacu: Şedinţa de învestire a Guvernului Cîţu va avea loc săptămâna viitoare,"
Preşedintele interimar al PSD, Marcel Ciolacu, susţine că şedinţa de învestire a Guvernului Cîţu va avea loc în termenul prevăzut de lege.
„Luni, în Birourile Permanente Reunite, vom lua această decizie. Categoric, şedinţa va avea loc în termenul de 15 zile stabilit de lege, iar ultima zi din cele 15 ar fi vineri”, a spus Marcel   Ciolacu, la DC News.
Acesta a precizat că că PSD se va prezenta la şedinţă şi va vota împotriva Guvernului.
„PSD a luat decizia de a se prezenta la acest vot, deşi noi suntem o minoritate. Data trecută nu am fost, aşteptând decizia CCR, decizie care a spus că domnul Orban nu mai putea fi desemnat. Deci   am fost îndreptăţiţi. Dar, când va fi votul, noi vom fi în sală şi vom vota împotriva Guvernului Cîţu”, a mai spus Ciolacu.

Pentru cele mai importante ştiri ale zilei, transmise în timp real şi prezentate echidistant, daţi LIKE paginii noastre de   Facebook!

Dacă ţi-a plăcut articolul, urmăreşte MEDIAFAX.RO pe FACEBOOK »",https://www.mediafax.ro//politic/ciolacu-sedinta-de-investire-a-guvernului-citu-va-avea-loc-saptamana-viitoare-18938768,06.03.2020,Departamentul Politic
5,mediafax.ro,"Un filmuleţ cu un candidat USR la Consiliul General al Municipiului Bucureşti, fost membru PSD, face senzaţie pe internet: „Eu sunt Ariel, coadă de purcel” | VIDEO","


Pentru cele mai importante ştiri ale zilei, transmise în timp real şi prezentate echidistant, daţi LIKE paginii noastre de   Facebook!

Dacă ţi-a plăcut articolul, urmăreşte MEDIAFAX.RO pe FACEBOOK »",https://www.mediafax.ro//politic/un-filmulet-cu-un-candidat-usr-la-consiliul-general-al-municipiului-bucuresti-fost-membru-psd-face-senzatie-pe-internet-eu-sunt-ariel-coada-de-purcel-video-18938391,1:14),Departamentul Politic
6,mediafax.ro,Romaşcanu: Suspendarea Sorinei Pintea din PSD nu reprezintă o dezicere a partidului,"
Lucian Romaşcanu spune că „din punct de vedere al vinovăţiei, este evident că nu ştim în acest moment nimic şi că va exista într-un termen rezonabil, sperăm, o decizie a unei instanţe, care să facă   lumină. În plan uman, însă, este un lucru pe care l-am tot văzut de-a lungul timpului şi care din nefericire mutilează destine, încheindu-se invers decât aşteptau autorităţile"".
Senatorul consideră că suspendarea Sorinei Pintea din PSD este o decizie naturală: „Este o decizie a Comitetului Executiv eu zic naturală. Atâta timp cât planează acuzaţii importante asupra unui   coleg, oricare ar fi el, el trebuie să facă un pas în spate din prima linie a partidului, pentru a avea acea curăţare a partidului în plan public de care tot discutăm. Nu este o dezicere de Sorina   Pintea, este pur şi simplu aşteptarea rezolvării acestui caz într-un fel sau în altul"".

Lucian Romaşcanu precizează că „arestarea sau decizia de primă instanţă de închisoare va duce automat la suspendarea din calitatea de membru PSD"".



Pentru cele mai importante ştiri ale zilei, transmise în timp real şi prezentate echidistant, daţi LIKE paginii noastre de   Facebook!

Dacă ţi-a plăcut articolul, urmăreşte MEDIAFAX.RO pe FACEBOOK »",https://www.mediafax.ro//politic/romascanu-suspendarea-sorinei-pintea-din-psd-nu-reprezinta-o-dezicere-a-partidului-18938227,06.03.2020,Departamentul Politic
7,mediafax.ro,Lucian Romaşcanu: Parlamentarii PSD vor fi prezenţi în sala de plen şi vor vota împotriva Guvernului Cîţu,"
Lucian Romaşcanu spune că parlamentarii PSD vor vota împotriva Guvernului Cîţu: „Vom merge în sală, vom vota împotrivă, pentru că chiar nu credem că domnul Cîţu e ce trebuie, dar în acelaşi timp   este o nevoie acută de Guvern stabil în ţară, având în vedere ceea ce se întâmplă şi sper ca acest lucru să-i facă pe colegii de la PNL să-şi negocieze, aşa cum au făcut-o când l-au pus şi pe Orban   prima oară, să-şi negocieze acea majoritate care să le treacă Guvernul"".

Senatorul PSD speră ca „PNL să nu mai facă acel joc de glezne pe care l-au făcut la prima nominalizare şi chiar să intre în sală şi să-şi voteze Guvernul împreună cu aliaţii dumnealor"".
Lucian Romaşcanu precizează că PSD ar putea propune un premier, în cazul în care Guvernul Cîţu va pica la vot: ""Este destul de probabil, având în vedere conjunctura politică şi nevoia de   stabilitate"".



Pentru cele mai importante ştiri ale zilei, transmise în timp real şi prezentate echidistant, daţi LIKE paginii noastre de   Facebook!

Dacă ţi-a plăcut articolul, urmăreşte MEDIAFAX.RO pe FACEBOOK »",https://www.mediafax.ro//politic/lucian-romascanu-parlamentarii-psd-vor-fi-prezenti-in-sala-de-plen-si-vor-vota-impotriva-guvernului-citu-18938126,06.03.2020,Departamentul Politic
8,mediafax.ro,"Orban, întrebat dacă Chirica va fi susţinut de PNL la Primăria Iaşi: Ar fi culmea să mă opun","
Întrebat, joi seara, la RTV, dacă Mihai Chirica va fi candidatul PNL la Primăria Iaşi, deşi acesta a câştigat primul mandat candidând din partea PSD, Ludovic Orban a spus că primarul Iaşului nu mai   are nicio treabă cu PSD.
„Domnul Chirica de la Iaşi nu mai are nicio treabă cu PSD-ul de la emiterea OUG 13, în care a luat poziţie publică împotriva OUG 13 şi de atunci a avut o atitudine critică constantă. De altfel a   fost şi dat afară de vreo 6 sau 7 luni şi el este primar independent de o bună bucată de vreme. Domnul Chirica este un primar şi este primarul Iaşului, nu al oricărui oraş, un primar care   beneficiază de o cotă de încredere de peste 60%, un om care a făcut performanţă în administraţia locală şi chiar dacă nu a reprezentat PNL-ul, a fost, cel puţin în ultimele ture de alegeri, la   alegerile prezidenţiale l-a susţinut pe preşedintele Iohannis şi a avut în mod constant opoziţie împotriva tuturor prostiilor pe care a vrut să le facă PSD”, a spus preşedintele PNL Ludovic Orban.

Orban a precizat că Mihai Chirica nu este candidatul PNL, dar dacă organizaţia locală a partidului va decide să îl sprijine, el nu se va opune.
„Nu am spus că este candidatul nostru. Dacă organizaţia PNL Iaşi se poate înţelege pe un program de guvernare locală cu Chirica, într-o formă sau alta, să-l sprijine ca şi candidat PNL, ca şi   candidat independent, am spus că eu nu mă voi opune. Dar asta e o decizie care, până la urmă, o iau cei din Iaşi care cunosc foarte bine. Ar fi culmea să mă opun unui astfel de proiect”, a spus   Orban.
Pentru cele mai importante ştiri ale zilei, transmise în timp real şi prezentate echidistant, daţi LIKE paginii noastre de   Facebook!

Dacă ţi-a plăcut articolul, urmăreşte MEDIAFAX.RO pe FACEBOOK »",https://www.mediafax.ro//politic/orban-intrebat-daca-chirica-va-fi-sustinut-de-pnl-la-primaria-iasi-ar-fi-culmea-sa-ma-opun-18937566,06.03.2020,Departamentul Politic
9,mediafax.ro,Orban: Deficitul bugetar existent pe 2019 este rezultatul unor politici catastrofale ale PSD,"
„Deficitul pe 2019 este deficitul care a fost provocat de politici sistematice de reducere a veniturilor şi de creşterea cheltuielilor fără existenţa unor venituri şi a unor minciuni gogonate care   au fost nu lansate în spaţiul public sub forma unor vorbe, ci minciuni gogonate care au fost incluse în fundamentele bugetului de stat pe 2019. 4,6%, deficitul care a existat pe 2019, este   rezultatul unor politici catastrofale ale PSD. Ceea ce am făcut noi, am făcut un buget care, deşi nu eram majoritari în Parlament, ne-am angajat răspunderea pentru buget, l-am dat până la data de 1   ianuarie, aşa cum e în orice ţară civilizată”, a spus Ludovic Orban, la RTV.

Premierul interimar a spus că s-a acceptat, de către Comisia Europeană, ca deficitul bugetar să fie de sub 3% doar în 2022.
„În 2020 deficitul este 3,6%. Lumea trebuie să înţeleagă un lucru foarte simplu: Comisia Europeană a acceptat strategia noastră fiscal-bugetară de reducere a deficitului bugetar sub 3% în anul   2022, deşi, în mod normal, ar fi trebuit să ne ceară ca acest lucru să se întâmple din 2021 fiindcă au înţeles foarte clar ce ne-au lăsat”, a mai spus Orban.
Comisia Europeană a propus, miercuri, Consiliului UE să iniţieze o procedură de deficit excesiv pentru România şi a adoptat o recomandare adresată Consiliului de stabilire a cerinţelor de ajustare.
Recomandarea propusă prevede ca România să urmeze o traiectorie de ajustare durabilă şi credibilă pentru a pune capăt deficitului excesiv până în 2022, cel târziu.
Pentru cele mai importante ştiri ale zilei, transmise în timp real şi prezentate echidistant, daţi LIKE paginii noastre de   Facebook!

Dacă ţi-a plăcut articolul, urmăreşte MEDIAFAX.RO pe FACEBOOK »",https://www.mediafax.ro//politic/orban-deficitul-bugetar-existent-pe-2019-este-rezultatul-unor-politici-catastrofale-ale-psd-18936390,05.03.2020,Departamentul Politic
