,Unnamed: 0,source,title,text,url,date_published,authors
0,0,zf.ro,"BNR monitorizează plăţile cu monedă virtuală, BCE consideră că prezintă mai multe riscuri","Bănci și Asigurări
Plăţile cu monedă virtuală prezintă potenţiale riscuri pentru sistemul financiar pe fondul lipsei reglementării şi a supravegherii, legate şi de spălarea banilor sau lipsa unei securităţi adecvate, potrivit unui raport al Băncii Centrale Europene (BCE), iar BNR va monitoriza evoluţia acestor scheme.
BCE relevă în raport că printre riscurile pe care le prezintă utilizarea schemelor de monedă virtuală ca modalitate alternativă de plată, precum Bitcoin, se mai numără finanţarea terorismului şi volatilitatea preţului, se arată într-un comunicat al Băncii Naţionale a României.
""Schemele de monedă virtuală, precum Bitcoin, nu reprezintă una din formele de bani definite în documentele economice de specialitate, iar din punct de vedere legal nu se constituie nici în monede virtuale sau valută. Cu toate acestea, în anumite situaţii de plată, schemele de monedă virtuală pot înlocui bancnote şi monede, precum şi bani scriptici şi monede electronice"", potrivit raportului BCE.
Instituţia bancară europeană atrage atenţia asupra riscurilor potenţiale care decurg din utilizarea schemelor de monedă virtuală, menţionând că materializarea acestor riscuri depinde, pentru fiecare stat în parte, de cantitatea de monede virtuale emise, de gradul de conexiune cu economia reală (inclusiv prin intermediul instituţiilor monitorizate care folosesc scheme de monedă virtuală), de volumul schimburilor şi de gradul de acceptare în rândul utilizatorilor.
Potrivit BCE, numărul schemelor descentralizate de monedă virtuală a crescut dramatic în ultimii ani, ajungând în prezent la circa 500. Cele mai multe dintre monedele virtuale sunt copii ale Bitcoin, care au suferit modificări minore.
Prin participarea la schemele de monedă virtuală, utilizatorii sunt expuşi nu doar riscurilor asociate cu sistemele de plată tradiţionale, ci şi altor tipuri de risc generate de caracteristicile schemelor de monedă virtuală. În particular, utilizatorii sunt expuşi riscurilor de schimb valutar asociate cu volatilitatea crescută, riscurilor asociate cu statutul de anonimitate al persoanelor care efectuază plăţile şi a celor provenind din lipsa de transparenţă, se arată în raport.
BCE notează că reacţiile băncilor centrale şi altor autorităţi în privinţa schemelor de monedă virtuală variază de la emiterea de atenţionări şi publicarea de clarificări asupra legalităţii folosirii monedelor virtuale până la interzicerea acestor scheme.
Instituţia bancară apreciază ca ""bine venite"" eventuale clarificări suplimentare în privinţa schemelor de monedă virtuală de la autorităţile naţionale, dar nu consideră că este necesar ca BCE să modifice sau să lărgească actualul cadrul legal din Uniunea Europeană pentru a include schemele de monedă virtuală.
""Gradul de utilizare a plăţilor prin schemele de monedă virtuală rămâne redus, ceea ce implică că nu există încă riscuri materiale pentru atribuţiile băncilor centrale, inclusiv cele legate de promovarea unei funcţionări fără probleme a sistemelor de plăţi"", potrivit raportului.
Cu toate acestea, apariţia unui incident major privind schemele de monedă virtuală şi, implicit, pierderea încrederii în aceste scheme ar putea submina încrederea utilizatorilor în sistemele de plată electronice, în banii electronici şi/sau în alte soluţii specifice de plăţi, notează BCE.
""Prin urmare, Eurosystem (autoritatea monetară a zonei euro) va continua să monitorizeze evoluţiile ulterioare, în mod special aspectele legate de plăţile efectuate prin schemele de monedă virtuală"", se arată în raport.
Totodată, Autoritatea Bancară Europeană a avertizat consumatorii cu privire la riscurile asociate cumpărării, deţinerii şi tranzacţionării monedelor virtuale şi, ulterior, a emis o opinie referitoare la schemele de monedă virtuală.
În aceste condiţii, BNR precizează că monitorizează evoluţia schemelor de monedă virtuală din perspectiva unor potenţiale riscuri asupra sistemului financiar.
""Moneda virtuală nu este monedă naţională şi nici valută, iar acceptarea acesteia la plată nu este obligatorie din punct de vedere legal. Totodată, moneda virtuală nu reprezintă o formă de monedă electronică, în înţelesul Legii nr. 127/2011 privind activitatea de emitere de monedă electronică"", se mai spune în comunicatul BNR.",https://www.zf.ro/banci-si-asigurari/bnr-monitorizeaza-platile-cu-moneda-virtuala-bce-considera-ca-prezinta-mai-multe-riscuri-13968995,2020-03-06,
1,1,zf.ro,Bucureştiul dă semne că poate deveni destinaţie de city-break după ce gradul de ocupare al hotelurilor a crescut cu 13% în weekend-urile din primul trimestru,"ZF 24
Până acum, Bucureştiul nu a reuşit să atragă turiştii astfel încât aceştia să viziteze Capitala doar pentru recreere, aşa cum s-a întâmplat cu Praga (Cehia), Budapesta (Ungaria) sau Varşovia şi Cracovia (Polonia)
Bucureştiul începe să devină o destinaţie căutată de turişti şi pentru city-break, nu doar pentru călă­toriile de afaceri , Capitala călcând astfel pe urmele altor oraşe din Europa Centrală şi de Est care sunt recunoscute deja drept locuri de vacanţă pentru final de săptămână.
Gradul de ocupare al hotelurilor bu­cureştene a crescut cu 13% în perioada de weekend din primul trimestru comparativ cu aceeaşi perioadă a anului trecut, arată datele firmei britanice de cercetare STR Global, ceea ce indică faptul că cei care se cazează în Capitală au început să ia în calcul Bucureştiul ca destinaţie pentru vacanţă.
„Zilele de weekend au început să reducă diferenţa faţă de zilele din mijlocul săptă­mânii ca grad de ocupare“, a spus Jakub Klimczak, business development manager al STR Global, la o conferinţă despre investiţii în turism desfăşurată ieri în Bucureşti.",https://www.zf.ro/zf-24/bucurestiul-da-semne-ca-poate-deveni-destinatie-de-city-break-dupa-ce-gradul-de-ocupare-al-hotelurilor-a-crescut-cu-13-in-weekend-urile-din-primul-trimestru-14219317,2020-03-06,
2,2,zf.ro,Un salariu pe zi în România. Cât câştigă un specialist în recrutare,"Profesii
♦ Recruiterii au o misiune tot mai dificilă, pe fondul accentuării deficitului de personal de pe piaţa muncii.
Salariul pe care îl obţine un specialist în recrutare cu experienţă care lucrează departamentul de resurse umane al unei companii multinaţionale din România este de 4.224 de lei net pe lună, potrivit calculelor ZF pe baza informaţiilor din stu­diul salarial realizat de firma cu activităţi în sectorul resurselor umane Mercer.
Rolul de recruiter implică, printre altele, managementul între­gului proces de recrutare a unui angajat, pornind de la com­pletarea formularelor de interviuri, negocierea ofertelor sa­la­riale, verificarea trecutului pro­fesional al candi­da­tului, dar şi a fap­tului că se în­deplinesc con­diţiile legale pentru angajare. Pe lângă sa­la­riul fix, re­cruiterii mai primesc bo­nu­suri şi be­neficii în cuantum de circa 630 de lei pe lună, mai arată datele Mer­cer.",https://www.zf.ro/profesii/un-salariu-pe-zi-in-romania-cat-castiga-un-specialist-in-recrutare-17537623,2020-03-06,
3,3,zf.ro,"Agenţiile de turism vor reducerea TVA la 9% pentru toate restaurantele, nu doar pentru pachetele turistice","Companii
Începând cu 1 martie, în cazul refuzului agentului economic de a emite şi înmâna bon fiscal, cumpărătorul poate să nu achite bunul dobândit sau serviciul prestat, având în vedere că o tranzactie nefiscalizată nu reprezintă altceva decât o încălcare a legii. Aşadar, cumpărătorul poate păstra bunul fără să îl mai plătească în cazul unui refuz al agentului economic de a emite bon fiscal, potrivit Ministerului Finanţelor.
""Noi, cei de la ANAT, am solicitat Guvernului şi Ministerului Finanţelor această măsură cu bonul fiscal, acum un an şi jumătate, în paralel cu reducerea TVA la toate restaurantele, de la 24% la 9%. Guvernul a rezolvat doar jumătate din problemă, cea cu posibilitatea neachitării în cazul în care clientul nu primeşte bon fiscal. Aşadar, cerem Guvernului să găsească soluţii pentru scăderea TVA la restaurante"", a declarat agenţiei MEDIAFAX Alin Burcea, vicepreşedintele Asociaţiei Naţionale a Agenţiilor de Turism (ANAT).
Guvernul a redus recent TVA la pachetele turistice care includ cazare plus una sau mai multe mese pe zi, decizie care i-a făcut pe hotelieri să promită că scad tarifele.
Burcea crede că dacă TVA s-ar reduce şi la restaurante, acestea ar scădea, pe de o parte, preţurile, şi ar fi mai accesibile pentru clienţi, inclusiv pentru turiştii români sau străini, iar pe de altă parte ar avea ca efect diminuarea evaziunii fiscale.
""Astăzi, mai ales la terasele şi barurile mici din staţiuni, evaziunea este estimată la aproximativ 50%. Dacă TVA s-ar reduce de la 25% la 9%, nimeni n-ar fi atât de nebun încât să nu-l plătească"", a explicat oficialul ANAT.
Acesta spune că măsura prin care clientul are posibilitatea să nu plătească nota dacă nu primeşte bun fiscal va avea efecte pozitive.
""Când 20 de milioane de români devin inspectori ANAF lucrurile vor merge mai bine"", a afirmat Alin Burcea.
Guvernul a avizat la sfârşitul lunii ianuarie introducerea loteriei bonurilor fiscale, cu un sistem de extragere lunară sau ocazională a bonurilor primite de cumpărători pentru produse/servicii în valoare cuprinsă între 1-999 lei, şi cu posibilitatea ca, din martie, un client să aibă dreptul să nu achite produsul selectat sau consumat dacă nu a primit bon fiscal de la comerciant.
Pe de altă parte, Asociaţia Micilor Comercianţi s-a declarat nemulţumită de măsura prin care clienţii pot pleca fără să plătească dacă nu primesc bon fiscal, cerând Avocatului Poporului să atace această prevederea la Curtea Constituţională.
La prima extragere ocazională a loteriei bonurilor fiscale, care va fi organizată a doua zi de Paşte, pe 13 aprilie, vor participa bonurile fiscale emise între 2 februarie şi 28 martie, fondul de premiere alocat fiind de 1 milion de lei, potrivit unui proiect de ordin al Ministerului Finanţelor.
Fondul de premiere se va majora cu sumele necesare rotunjirii valorii câştigului aferent unui bon fiscal.",https://www.zf.ro/companii/agentiile-de-turism-vor-reducerea-tva-la-9-pentru-toate-restaurantele-nu-doar-pentru-pachetele-turistice-13803235,2020-03-06,
4,4,zf.ro,"First Bank, fosta Piraeus Bank, pierderi de peste 35 mil. lei în 2018, anul în care a intrat în portofoliul americanilor de la J.C. Flowers","Bănci și Asigurări
First Bank (fosta Piraeus), instituţie de credit deţinută de fondul american J.C. Flowers, a revenit pe pierdere în 2018 cu un rezultat negativ de 35,7 milioane de lei, arată datele publicate pe site-ul Ministerului de Finanţe. În 2017 fosta Piraeus Bank rapor­tase un profit net de aproape 11 milioane de lei, În perioada 2013-2018 banca a raportat pierderi agregate de 280 milioane de lei.
Americanii de la J.C. Flowers au preluat Piraeus la sfârşitul anului 2017, iar anul trecut au rebranduit banca în First Bank, J.C. Flowers a plătit pentru Piraeus aproximativ 35 milioane de euro la un capital social de 150 milioane de euro, potrivit informaţiilor din piaţă.",https://www.zf.ro/banci-si-asigurari/first-bank-fosta-piraeus-bank-pierderi-de-peste-35-mil-lei-in-2018-anul-in-care-a-intrat-in-portofoliul-americanilor-de-la-j-c-flowers-18177652,2020-03-06,
5,5,zf.ro,"Paradox pe piaţa muncii: rata şomajului stagnează, dar numărul de şomeri creşte","Rata şomajului rămâne în martie la 7,2% pentru a doua lună consecutiv, numărul românilor care nu reuşesc să îşi găsească un loc de muncă ajungând la 724.000 de persoane (mai mult totuşi cu 3.000 de şomeri faţă de luna precedentă), potrivit datelor de la Institutul Naţional de Statistică (INS).
Şomajul nu a înregistrat fluctuaţii nici faţă luna martie a anului trecut, însă în 2014 au preluat statutul de şomer cu 6.000 de per­soane mai mult, ceea ce înseamnă fie că popu­laţia activă a crescut, fie că unii români plecaţi la muncă în străinătate au ales să se în­toarcă în ţară, spune Sorina Donisa, coun­try manager al firmei de recrutare şi închi­riere de forţă de muncă temporară APT.
Rata şomajului raportată de INS este calculată după standardele Biroului Internaţional al Muncii (BIM), presupune că şomerii sunt acele persoane care: nu au loc de muncă, sunt disponibile să înceapă să lucreze în următoarele două săptămâni şi s-au aflat în căutarea unui loc de muncă în ultimele patru săptămâni. Având în vedere că numărul şomerilor este raportat la populaţia aptă de muncă (cu vârste cuprinse între 15 şi 74 de ani), scenariul potrivit căruia aceasta a crescut în luna martie (fie pentru că au ajuns mai mulţi tineri la vârsta de 15 ani, fie pentru că speranţa de viaţă a crescut) este puţin probabil, luând în calcul faptul că în urmă cu 15 ani natalitatea chiar a scăzut, iar speranţa de viaţă din România, deşi creşte, are un ritm lent.
În prezent România are puţin peste 4,3 mi­lioane de angajaţi care susţin din taxe şi contribuţii cheltuielile salariale pentru 1,2 mi­lioane de angajaţi bugetari, dar şi prestaţiile sociale pentru cei 8,2 milioane de asistaţi social (dintre care peste 5 milioane de persoane sunt pensionare).",https://www.zf.ro/zf-24/paradox-pe-piata-muncii-rata-somajului-stagneaza-dar-numarul-de-someri-creste-12589894,2020-03-06,
6,6,zf.ro,Ambiţia antreprenorilor de la Secom a dus compania de la 2 la 120 de angajaţi în zece ani,"Companii
Soţii Andrei şi Lucia Costea au construit un business în distribuţie şi retail care a ajuns la 120 de angajaţi anul trecut
Lucia şi Andrei Costea, antreprenorii care au adus pe piaţa locală gama de pediatrie ChildLife, dar şi alte 270 de suplimente alimentare naturale şi fitodermatocosmetice, şi-au majorat anul trecut vânzările cu 19% şi au dus businessul Secom la 12,2 milioane de euro.
„Ne propunem ca din 2016 să accelerăm ritmul de dezvoltare şi să ajungem la o cifră de afaceri de 15,5 milioane de euro. În 2004, atunci când demaram activitatea de import, în Secom eram doi oameni. Astăzi, compania numără 120 de angajaţi la nivel naţional. La începutul acestui an am înfiinţat un nou departament – Trade Marketing, iar până la finalul lui 2016 ne propunem să ajungem la o echipă de 150 de angajaţi“, a spus Lucia Costea, actual managing partner al Secom.
Compania este specializată în importul, distribuţia şi comercializarea de produse naturale pentru sănătate şi frumuseţe, care sunt vândute atât în reţeaua proprie de magazine, cât şi în farmacii.",https://www.zf.ro/companii/ambitia-antreprenorilor-de-la-secom-a-dus-compania-de-la-2-la-120-de-angajati-in-zece-ani-15000677,2020-03-06,
7,7,zf.ro,Topul celor mai ieftine maşini noi din România din vara aceasta,"Auto
Guvernul a anunţat că lucrează la proiectul supranumit „Prima maşină”, prin care statul ar urma să garanteze împrumuturile luate de tinerii care vor să-şi cumpere o maşină nouă. Sistemul ar trebui să funcţioneze la fel ca programul „Prima casă”, doar că se va adresa, evident, maşinilor.
Astfel, ţi-am pregătit un TOP 10 cu cele mai ieftine maşini noi aflate la vânzare pe piaţa din România la jumătatea anului 2014.
Am exclus din start maşinile comerciale (precum Dacia Dokker van) şi cvadriciclurile (precum Renault Twizy) din simplul motiv că un tânăr care vrea să îşi cumpere o maşină nouă (cel mai probabil prima lui maşină) are nevoie de un adevărat partener pe patru roţi, care să aibă loc suficient pentru cel puţin patru persoane şi care să îl încălzească iarna.
Preţurile sunt cele de listă, preluate de pe site-urile oficiale ale producătorilor sau dealerilor şi nu includ reducerea acordată de Programul Rabla.
1. Dacia Logan – 6.890 de euro cu TVA inclus
Aşa cum probabil te aşteptai, cea mai ieftină maşină din România este Dacia Logan. Totodată, atunci când spui „cea mai ieftină maşină”, nu ar trebui să te aştepţi la cine ştie ce dotări.
În versiunea sa de bază, denumită Acces, Dacia Logan oferă doar strictul necesar: un motor pe benzină de 1,2 litri care dezvoltă 75 CP, servodirecţie, ABS, ESP, patru airbag-uri şi… cam atât. În această variantă, noul Logan nu are radio, geamuri electrice şi nici aer condiţionat.
2. Dacia Sandero – 7.090 euro cu TVA inclus
Aceeaşi povestea ca la Logan, doar că într-o altă variantă de caroserie şi cu câteva precizări. Da, este puţin mai scump decât un Logan şi da, e mai mic, dar vine în plus cu o banchetă spate rabatabilă 1/3, 2/3, în vreme ce la Logan bancheta este (în varianta de bază) nefracţionabilă.
În rest, acelaşi motor de 1,2 litri cu 75 CP şi lipsa geamurilor electrice, a radioului şi a aerului condiţionat.
3. Dacia Logan MCV – 7.890 euro cu TVA inclus
Cel mai ieftin Logan MCV vine cu acelaşi motor de 1,2 litri cu 75 CP ca la Logan şi Sandero, dar plusează cu un portbagaj imens pentru clasa subcompactă – 573 de litri. Totodată, spre deosebire de Logan berlină, varianta break primeşte, în cea mai ieftină versiune, bare faţă-spate vopsite în aceeaşi culoare cu caroseria.
Tot patru airbag-uri, ABS şi ESP, dar tot fără aer condiţionat şi geamuri electrice.
4. Suzuki Splash – 7.999 euro cu TVA inclus
O maşină care măsoară doar 3,7 metri lungime, Splash vine, în cea mai accesibilă variantă, cu un motor pe benzină de 1,0 litri care produce 68 CP şi 90 Nm, cuplat la o cutie de viteze manuală cu cinci trepte. Adică suficient pentru drumurile prin oraş.
Portbagajul are un volum de 202 litri, iar dotările standard includ servodirecţie, geamuri electrice faţă, aer condiţionat cu acţionare manuală, lămpi de ceaţă, închidere centralizată, ABS şi două airbag-uri. Splash, este, aşadar, cea mai ieftină maşină cu aer condiţionat în echipare standard din România.
Vedeţi restul maşinilor din top pe www.promotor.ro",https://www.zf.ro/auto/topul-celor-mai-ieftine-masini-noi-din-romania-din-vara-aceasta-12954519,2020-03-06,
8,8,zf.ro,"Samsung se pregăteşte să lanseze telefonul Galaxy J1, primul membru al noii sale game inferioare","Business Hi-Tech
Samsung a completat de curând noua gamă de terminale Galaxy A cu modelul A7 şi a anunţat primele două telefoane Galaxy E, însă sud-coreenii vor aduce pe piaţă în acest an şi o gamă inferioară numită Galaxy J. Cel mai mic membru al acestei familii se pare ca va fi Galaxy J1, acesta fiind subiectul unei serii de imagini neoficiale.
Spre deosebire de gamele Galaxy A şi Galaxy E, care folosesc un design nou inspirat din cel care a debutat odată cu Galaxy Alpha, noul Galaxy J1 este foarte apropiat de vechiul şi arhicunoscutul design Samsung. Acest aspect nu este prea încurajator, însă Galaxy J va fi o gamă inferioară, deci nu putem pretinde prea multe artificii de design şi construcţie.
Citiţi articolul integral pe www.go4it.ro",https://www.zf.ro/business-hi-tech/samsung-se-pregateste-sa-lanseze-telefonul-galaxy-j1-primul-membru-al-noii-sale-game-inferioare-13761997,2020-03-06,
9,9,zf.ro,"Debut de an în turism: numărul românilor care s-au cazat în structurile turistice a crescut cu 7,9%, dar cel al turiştilor străini a scăzut cu 6%","Eveniment
Sorin Ionescu, CEO în cadrul companiei de consultanţă hotelieră Fivestar Hospitality: Ianuarie este o lună de business, străinii care se cazează vin în interes de afaceri, la evenimente, conferinţe din oraşe mari
Hotelurile, pensiunile, vilele şi alte structuri de cazare din ţară au atras în ianuarie 618.000 de vizitatori români, număr în creştere cu 7,9% faţă de luna similară a anului anterior şi doar 139.000 de străini, trafic în scădere cu circa 6%, arată cele mai recente date publicate de Institutul Naţional de Statistică.
Românii au petrecut în uni­tăţile de cazare 1,1 milioane de nopţi, în creştere cu 11%, în timp ce străinii au adunat doar 284.000 de nopţi, indicator în scădere cu 5% faţă de ianuarie anul an­terior, arată aceeaşi sursă. Oraşele în care s-au cazat cei mai mulţi vizitatori (români şi străini) sunt Bucureşti, Braşov, Cluj-Napoca şi Constanţa, mai arată Statistica.
Cei mai mulţi străini (puţin peste 100.000 de persoane, adică 74%) au provenit din Europa, în timp ce din Asia, America de Nord şi de Sud s-au cazat în România doar câteva mii de vizitatori, mai arată Statistica. Cele mai multe sosiri ale turiştilor străini cazaţi în structurile de primire turistică au provenit din Israel (16.800 persoane), Italia (14.700), Germania ( 13.800), Franţa (9.100 persoane) şi S.U.A (8.500 persoane).
Peste 80% din străini s-au cazat în Bucureşti şi oraşele reşedinţă de judeţ, în timp ce staţiunile din zona montană au atras doar 6,2% din străinii care s-au cazat în ţară, iar staţiunile balneo au ajuns 1,9% din total străini care au vizitat ţara. Durata medie a şederii a fost de două nopţi, atât pentru vizitatorii români, cât şi pentru cei străini.",https://www.zf.ro/eveniment/debut-de-an-in-turism-numarul-romanilor-care-s-au-cazat-in-structurile-turistice-a-crescut-cu-7-9-dar-cel-al-turistilor-straini-a-scazut-cu-6-17896859,2020-03-06,
